id,group_id,discipline_id,date_on,kind,order_number,timetable_id
210619,343,247,2016-11-25,lecture,1,168860
210620,343,287,2016-11-25,lecture,2,168997
210621,343,20,2016-11-25,practice,3,169062
210998,233,1413,2016-11-26,laboratory,1,173031
210999,233,1413,2016-11-26,laboratory,2,173032
211000,233,1413,2016-11-26,lecture,3,172954
211021,234,1413,2016-11-26,lecture,3,172954
211022,353,150,2016-11-26,lecture,2,170686
211023,353,150,2016-11-26,lecture,3,170658
211024,353,150,2016-11-26,research,4,172783
211025,425,423,2016-11-26,laboratory,3,170005
211026,425,423,2016-11-26,laboratory,4,170006
211040,354,150,2016-11-26,lecture,2,170686
211041,354,150,2016-11-26,lecture,3,170658
211042,354,611,2016-11-26,laboratory,5,172784
211043,354,611,2016-11-26,laboratory,6,172785
211355,233,519,2016-11-28,lecture,2,172831
211356,233,1434,2016-11-28,practice,3,172842
211385,341,92,2016-11-28,laboratory,1,168851
211386,341,92,2016-11-28,laboratory,2,168852
211387,341,801,2016-11-28,lecture,3,168847
211391,234,519,2016-11-28,lecture,2,172831
211392,234,69,2016-11-28,laboratory,3,172902
211393,234,69,2016-11-28,laboratory,4,172903
211394,353,150,2016-11-28,laboratory,5,170736
211395,353,150,2016-11-28,laboratory,6,170737
211396,425,423,2016-11-28,lecture,1,170070
211397,425,20,2016-11-28,lecture,2,170008
211441,354,31,2016-11-28,laboratory,3,172695
211442,354,31,2016-11-28,laboratory,4,172696
211443,354,611,2016-11-28,laboratory,5,172692
211444,354,611,2016-11-28,laboratory,6,172693
211474,343,90,2016-11-28,laboratory,1,168919
211475,343,90,2016-11-28,laboratory,2,168920
211476,343,801,2016-11-28,lecture,3,168847
211950,233,519,2016-11-29,laboratory,3,173008
211951,233,519,2016-11-29,laboratory,4,173010
211982,341,90,2016-11-29,laboratory,1,168947
211983,341,90,2016-11-29,laboratory,2,168948
211984,341,31,2016-11-29,lecture,3,168949
211986,353,611,2016-11-29,lecture,1,172716
211987,425,31,2016-11-29,srs,1,170121
211988,425,201,2016-11-29,lecture,2,170014
211989,425,20,2016-11-29,srs,4,170118
212027,354,611,2016-11-29,lecture,1,172716
212061,343,287,2016-11-29,laboratory,1,169116
212062,343,287,2016-11-29,laboratory,2,169117
212063,343,31,2016-11-29,lecture,3,168949
212520,233,69,2016-11-30,lecture,2,173014
212521,233,69,2016-11-30,laboratory,3,172923
212522,233,69,2016-11-30,laboratory,4,172924
212555,341,20,2016-11-30,lecture,2,168967
212556,341,20,2016-11-30,practice,3,169038
212557,341,31,2016-11-30,practice,4,169110
212561,234,69,2016-11-30,lecture,2,173014
212562,234,1434,2016-11-30,practice,3,172858
212563,353,287,2016-11-30,laboratory,1,170752
212564,353,287,2016-11-30,laboratory,2,170753
212565,353,247,2016-11-30,practice,3,172734
212603,354,247,2016-11-30,practice,3,172734
212604,354,150,2016-11-30,laboratory,5,170755
212605,354,150,2016-11-30,laboratory,6,170724
212639,343,20,2016-11-30,lecture,2,168967
212640,343,31,2016-11-30,practice,3,169111
212641,343,247,2016-11-30,practice,4,169112
213003,233,402,2016-12-01,practice,7,172876
213026,341,92,2016-12-01,lecture,1,168936
213027,341,90,2016-12-01,lecture,2,168975
213029,353,20,2016-12-01,practice,2,170703
213030,353,20,2016-12-01,lecture,3,170730
213031,425,530,2016-12-01,lecture,1,173952
213032,425,31,2016-12-01,lecture,2,170087
213033,425,92,2016-12-01,laboratory,3,170028
213034,425,92,2016-12-01,laboratory,4,170276
213055,354,20,2016-12-01,lecture,3,170730
213056,354,20,2016-12-01,practice,4,170731
213057,354,150,2016-12-01,research,5,172756
213071,343,92,2016-12-01,lecture,1,168936
213072,343,90,2016-12-01,lecture,2,168975
213073,343,31,2016-12-01,laboratory,3,169108
213074,343,31,2016-12-01,laboratory,4,169109
213351,233,519,2016-12-02,laboratory,3,172884
213352,233,519,2016-12-02,laboratory,4,172949
213384,341,31,2016-12-02,laboratory,1,169102
213385,341,31,2016-12-02,laboratory,2,169103
213386,341,247,2016-12-02,practice,3,169107
213390,234,402,2016-12-02,practice,1,172948
213391,353,247,2016-12-02,lecture,3,170695
213392,353,247,2016-12-02,practice,4,172773
213393,425,530,2016-12-02,practice,1,170093
213394,425,20,2016-12-02,practice,2,170094
213424,354,247,2016-12-02,lecture,3,170695
213425,354,247,2016-12-02,practice,4,172773
213456,343,801,2016-12-02,laboratory,1,169006
213457,343,801,2016-12-02,laboratory,2,169072
213848,234,1413,2016-12-03,laboratory,1,172896
213849,234,1413,2016-12-03,laboratory,2,172956
213850,234,519,2016-12-03,laboratory,3,172957
213851,234,519,2016-12-03,laboratory,4,172897
213852,353,611,2016-12-03,laboratory,5,172792
213853,353,611,2016-12-03,laboratory,6,172793
213854,425,423,2016-12-03,laboratory,3,170106
213855,425,423,2016-12-03,laboratory,4,170107
214175,233,69,2016-12-05,lecture,2,172978
214176,233,69,2016-12-05,laboratory,3,172835
214177,233,69,2016-12-05,laboratory,4,172836
214207,341,801,2016-12-05,laboratory,1,168841
214208,341,801,2016-12-05,laboratory,2,168842
214209,341,801,2016-12-05,lecture,3,168908
214210,341,565,2016-12-05,practice,4,169082
214213,234,69,2016-12-05,lecture,2,172978
214214,234,1434,2016-12-05,practice,3,172899
214215,353,31,2016-12-05,laboratory,1,177592
214216,353,31,2016-12-05,laboratory,1,177594
214217,353,31,2016-12-05,laboratory,2,177593
214218,353,31,2016-12-05,laboratory,2,177595
214219,425,423,2016-12-05,lecture,1,169967
214220,425,92,2016-12-05,lecture,2,170175
214265,354,150,2016-12-05,laboratory,5,170621
214266,354,150,2016-12-05,laboratory,6,170622
214298,343,90,2016-12-05,laboratory,1,168843
214299,343,90,2016-12-05,laboratory,2,168844
214300,343,801,2016-12-05,lecture,3,168908
214787,234,519,2016-12-06,laboratory,3,173001
214788,234,519,2016-12-06,laboratory,4,173002
214789,353,611,2016-12-06,laboratory,5,172708
214790,353,611,2016-12-06,laboratory,6,172709
214791,425,201,2016-12-06,laboratory,1,169972
214792,425,201,2016-12-06,laboratory,2,169973
215297,233,402,2016-12-07,lecture,1,172826
215298,233,1434,2016-12-07,lecture,2,172917
215299,233,1434,2016-12-07,practice,3,172918
215333,341,20,2016-12-07,lecture,2,169029
215334,341,247,2016-12-07,practice,3,169094
215339,234,402,2016-12-07,lecture,1,172826
215340,234,1434,2016-12-07,lecture,2,172917
215341,234,69,2016-12-07,laboratory,3,172851
215342,234,69,2016-12-07,laboratory,4,172919
215343,353,247,2016-12-07,practice,4,170609
215344,353,150,2016-12-07,laboratory,5,170633
215345,353,150,2016-12-07,laboratory,6,170634
215346,425,31,2016-12-07,practice,1,169981
215347,425,423,2016-12-07,lecture,3,170218
215385,354,287,2016-12-07,laboratory,1,170635
215386,354,287,2016-12-07,laboratory,2,170610
215387,354,20,2016-12-07,practice,3,170611
215421,343,20,2016-12-07,lecture,2,169029
215422,343,247,2016-12-07,practice,3,168959
215858,341,90,2016-12-08,lecture,2,168986
215859,341,90,2016-12-08,laboratory,3,168988
215860,341,90,2016-12-08,laboratory,4,169095
215861,234,402,2016-12-08,practice,7,172942
215862,353,31,2016-12-08,practice,2,170641
215863,353,31,2016-12-08,lecture,3,170642
215864,353,287,2016-12-08,lecture,4,170643
215891,354,31,2016-12-08,lecture,3,170642
215892,354,287,2016-12-08,lecture,4,170643
215893,354,31,2016-12-08,practice,5,170644
215909,343,565,2016-12-08,practice,1,169085
215910,343,90,2016-12-08,lecture,2,168986
215911,343,92,2016-12-08,laboratory,3,168990
215912,343,92,2016-12-08,laboratory,4,169058
216208,233,402,2016-12-09,practice,6,172947
216241,341,247,2016-12-09,lecture,1,168860
216242,341,287,2016-12-09,lecture,2,168997
216243,341,287,2016-12-09,laboratory,3,168998
216244,341,287,2016-12-09,laboratory,4,168999
216248,353,247,2016-12-09,lecture,1,170674
216249,353,611,2016-12-09,lecture,3,172764
216250,353,20,2016-12-09,practice,4,170676
216251,425,20,2016-12-09,practice,2,170063
216252,425,530,2016-12-09,laboratory,3,170302
216253,425,530,2016-12-09,laboratory,4,170303
216285,354,247,2016-12-09,lecture,1,170674
216286,354,611,2016-12-09,lecture,3,172764
216287,354,247,2016-12-09,practice,4,170651
216314,343,247,2016-12-09,lecture,1,168860
216315,343,287,2016-12-09,lecture,2,168997
216316,343,20,2016-12-09,practice,3,169062
216687,233,1413,2016-12-10,laboratory,1,173031
216688,233,1413,2016-12-10,laboratory,2,173032
216689,233,1413,2016-12-10,lecture,3,172954
216708,234,1413,2016-12-10,lecture,3,172954
216709,353,150,2016-12-10,lecture,2,170686
216710,353,150,2016-12-10,lecture,3,170658
216711,353,150,2016-12-10,research,4,172783
216712,425,423,2016-12-10,laboratory,3,170005
216713,425,423,2016-12-10,laboratory,4,170006
216727,354,150,2016-12-10,lecture,2,170686
216728,354,150,2016-12-10,lecture,3,170658
216729,354,611,2016-12-10,laboratory,5,172784
216730,354,611,2016-12-10,laboratory,6,172785
217042,233,519,2016-12-12,lecture,2,172831
217043,233,1434,2016-12-12,practice,3,172842
217072,341,92,2016-12-12,laboratory,1,168851
217073,341,92,2016-12-12,laboratory,2,168852
217074,341,801,2016-12-12,lecture,3,168847
217078,234,519,2016-12-12,lecture,2,172831
217079,234,69,2016-12-12,laboratory,3,172902
217080,234,69,2016-12-12,laboratory,4,172903
217081,353,150,2016-12-12,laboratory,5,170736
217082,353,150,2016-12-12,laboratory,6,170737
217083,425,423,2016-12-12,lecture,1,170070
217084,425,20,2016-12-12,lecture,2,170008
217128,354,31,2016-12-12,laboratory,3,172695
217129,354,31,2016-12-12,laboratory,4,172696
217130,354,611,2016-12-12,laboratory,5,172692
217131,354,611,2016-12-12,laboratory,6,172693
217161,343,90,2016-12-12,laboratory,1,168919
217162,343,90,2016-12-12,laboratory,2,168920
217163,343,801,2016-12-12,lecture,3,168847
217638,233,519,2016-12-13,laboratory,3,173008
217639,233,519,2016-12-13,laboratory,4,173010
217670,341,90,2016-12-13,laboratory,1,168947
217671,341,90,2016-12-13,laboratory,2,168948
217672,341,31,2016-12-13,lecture,3,168949
217674,353,611,2016-12-13,lecture,1,172716
217675,425,31,2016-12-13,srs,1,170121
217676,425,201,2016-12-13,lecture,2,170014
217677,425,20,2016-12-13,srs,4,170118
217713,354,611,2016-12-13,lecture,1,172716
217745,343,287,2016-12-13,laboratory,1,169116
217746,343,287,2016-12-13,laboratory,2,169117
217747,343,31,2016-12-13,lecture,3,168949
218203,233,69,2016-12-14,lecture,2,173014
218204,233,69,2016-12-14,laboratory,3,172923
218205,233,69,2016-12-14,laboratory,4,172924
218238,341,20,2016-12-14,lecture,2,168967
218239,341,20,2016-12-14,practice,3,169038
218240,341,31,2016-12-14,practice,4,169110
218244,234,69,2016-12-14,lecture,2,173014
218245,234,1434,2016-12-14,practice,3,172858
218246,353,287,2016-12-14,laboratory,1,170752
218247,353,287,2016-12-14,laboratory,2,170753
218248,353,247,2016-12-14,practice,3,172734
218286,354,247,2016-12-14,practice,3,172734
218287,354,150,2016-12-14,laboratory,5,170755
218288,354,150,2016-12-14,laboratory,6,170724
218322,343,20,2016-12-14,lecture,2,168967
218323,343,31,2016-12-14,practice,3,169111
218324,343,247,2016-12-14,practice,4,169112
218687,233,402,2016-12-15,practice,7,172876
218710,341,92,2016-12-15,lecture,1,168936
218711,341,90,2016-12-15,lecture,2,168975
218713,353,20,2016-12-15,practice,2,170703
218714,353,20,2016-12-15,lecture,3,170730
218715,425,530,2016-12-15,lecture,1,173952
218716,425,31,2016-12-15,lecture,2,170087
218717,425,92,2016-12-15,laboratory,3,170028
218718,425,92,2016-12-15,laboratory,4,170276
218739,354,20,2016-12-15,lecture,3,170730
218740,354,20,2016-12-15,practice,4,170731
218741,354,150,2016-12-15,research,5,172756
218755,343,92,2016-12-15,lecture,1,168936
218756,343,90,2016-12-15,lecture,2,168975
218757,343,31,2016-12-15,laboratory,3,169108
218758,343,31,2016-12-15,laboratory,4,169109
219523,234,1413,2016-12-17,laboratory,1,172896
219524,234,1413,2016-12-17,laboratory,2,172956
219525,234,519,2016-12-17,laboratory,3,172957
219526,234,519,2016-12-17,laboratory,4,172897
219527,353,611,2016-12-17,laboratory,5,172792
219528,353,611,2016-12-17,laboratory,6,172793
219529,425,423,2016-12-17,laboratory,3,170106
219530,425,423,2016-12-17,laboratory,4,170107
219847,233,69,2016-12-19,lecture,2,172978
219848,233,69,2016-12-19,laboratory,3,172835
219849,233,69,2016-12-19,laboratory,4,172836
219875,341,801,2016-12-19,laboratory,1,168841
219876,341,801,2016-12-19,laboratory,2,168842
219877,341,801,2016-12-19,lecture,3,168908
219878,341,565,2016-12-19,practice,4,169082
219881,234,69,2016-12-19,lecture,2,172978
219882,234,1434,2016-12-19,practice,3,172899
219883,353,31,2016-12-19,laboratory,1,177592
219884,353,31,2016-12-19,laboratory,1,177594
219885,353,31,2016-12-19,laboratory,2,177593
219886,353,31,2016-12-19,laboratory,2,177595
219887,425,423,2016-12-19,lecture,1,169967
219888,425,92,2016-12-19,lecture,2,170175
219933,354,150,2016-12-19,laboratory,5,170621
219934,354,150,2016-12-19,laboratory,6,170622
219966,343,90,2016-12-19,laboratory,1,168843
219967,343,90,2016-12-19,laboratory,2,168844
219968,343,801,2016-12-19,lecture,3,168908
220453,234,519,2016-12-20,laboratory,3,173001
220454,234,519,2016-12-20,laboratory,4,173002
220455,353,611,2016-12-20,laboratory,5,172708
220456,353,611,2016-12-20,laboratory,6,172709
220457,425,201,2016-12-20,laboratory,1,169972
220458,425,201,2016-12-20,laboratory,2,169973
220956,233,402,2016-12-21,lecture,1,172826
220957,233,1434,2016-12-21,lecture,2,172917
220958,233,1434,2016-12-21,practice,3,172918
220992,341,20,2016-12-21,lecture,2,169029
220993,341,247,2016-12-21,practice,3,169094
220998,234,402,2016-12-21,lecture,1,172826
220999,234,1434,2016-12-21,lecture,2,172917
221000,234,69,2016-12-21,laboratory,3,172851
221001,234,69,2016-12-21,laboratory,4,172919
221002,353,247,2016-12-21,practice,4,170609
221003,353,150,2016-12-21,laboratory,5,170633
221004,353,150,2016-12-21,laboratory,6,170634
221005,425,31,2016-12-21,practice,1,169981
221006,425,423,2016-12-21,lecture,3,170218
221042,354,287,2016-12-21,laboratory,1,170635
221043,354,287,2016-12-21,laboratory,2,170610
221044,354,20,2016-12-21,practice,3,170611
221078,343,20,2016-12-21,lecture,2,169029
221079,343,247,2016-12-21,practice,3,168959
222329,233,1413,2016-12-24,laboratory,1,173031
222330,233,1413,2016-12-24,laboratory,2,173032
222331,233,1413,2016-12-24,lecture,3,172954
222350,234,1413,2016-12-24,lecture,3,172954
222351,353,150,2016-12-24,lecture,2,170686
222352,353,150,2016-12-24,lecture,3,170658
222353,353,150,2016-12-24,research,4,172783
222354,425,423,2016-12-24,laboratory,3,170005
222355,425,423,2016-12-24,laboratory,4,170006
222369,354,150,2016-12-24,lecture,2,170686
222370,354,150,2016-12-24,lecture,3,170658
222371,354,611,2016-12-24,laboratory,5,172784
222372,354,611,2016-12-24,laboratory,6,172785
222681,233,519,2016-12-26,lecture,2,172831
222682,233,1434,2016-12-26,practice,3,172842
222711,341,92,2016-12-26,laboratory,1,168851
222712,341,92,2016-12-26,laboratory,2,168852
222713,341,801,2016-12-26,lecture,3,168847
222717,234,519,2016-12-26,lecture,2,172831
222718,234,69,2016-12-26,laboratory,3,172902
222719,234,69,2016-12-26,laboratory,4,172903
222720,353,150,2016-12-26,laboratory,5,170736
222721,353,150,2016-12-26,laboratory,6,170737
222722,425,423,2016-12-26,lecture,1,170070
222723,425,20,2016-12-26,lecture,2,170008
222767,354,31,2016-12-26,laboratory,3,172695
222768,354,31,2016-12-26,laboratory,4,172696
222769,354,611,2016-12-26,laboratory,5,172692
222770,354,611,2016-12-26,laboratory,6,172693
222800,343,90,2016-12-26,laboratory,1,168919
222801,343,90,2016-12-26,laboratory,2,168920
222802,343,801,2016-12-26,lecture,3,168847
223276,233,519,2016-12-27,laboratory,3,173008
223277,233,519,2016-12-27,laboratory,4,173010
223308,341,90,2016-12-27,laboratory,1,168947
223309,341,90,2016-12-27,laboratory,2,168948
223310,341,31,2016-12-27,lecture,3,168949
223312,353,611,2016-12-27,lecture,1,172716
223313,425,31,2016-12-27,srs,1,170121
223314,425,201,2016-12-27,lecture,2,170014
223315,425,20,2016-12-27,srs,4,170118
223353,354,611,2016-12-27,lecture,1,172716
223387,343,287,2016-12-27,laboratory,1,169116
223388,343,287,2016-12-27,laboratory,2,169117
223389,343,31,2016-12-27,lecture,3,168949
223844,233,69,2016-12-28,lecture,2,173014
223845,233,69,2016-12-28,laboratory,3,172923
223846,233,69,2016-12-28,laboratory,4,172924
223879,341,20,2016-12-28,lecture,2,168967
223880,341,20,2016-12-28,practice,3,169038
223881,341,31,2016-12-28,practice,4,169110
223885,234,69,2016-12-28,lecture,2,173014
223886,234,1434,2016-12-28,practice,3,172858
223887,353,287,2016-12-28,laboratory,1,170752
223888,353,287,2016-12-28,laboratory,2,170753
223889,353,247,2016-12-28,practice,3,172734
223927,354,247,2016-12-28,practice,3,172734
223928,354,150,2016-12-28,laboratory,5,170755
223929,354,150,2016-12-28,laboratory,6,170724
223961,343,20,2016-12-28,lecture,2,168967
223962,343,31,2016-12-28,practice,3,169111
223963,343,247,2016-12-28,practice,4,169112
225150,234,1413,2016-12-31,laboratory,1,172896
225151,234,1413,2016-12-31,laboratory,2,172956
225152,234,519,2016-12-31,laboratory,3,172957
225153,234,519,2016-12-31,laboratory,4,172897
225154,353,611,2016-12-31,laboratory,5,172792
225155,353,611,2016-12-31,laboratory,6,172793
225156,425,423,2016-12-31,laboratory,3,170106
225157,425,423,2016-12-31,laboratory,4,170107
225559,341,202,2017-02-13,lecture,2,179329
225560,341,801,2017-02-13,lecture,3,179330
225561,341,565,2017-02-13,practice,4,183845
225562,353,45,2017-02-13,lecture,4,178798
225563,425,31,2017-02-13,srs,1,183575
225564,425,303,2017-02-13,lecture,2,180668
225565,425,1442,2017-02-13,practice,4,180696
225592,354,944,2017-02-13,practice,2,181111
225593,354,45,2017-02-13,lecture,4,178798
225612,343,202,2017-02-13,laboratory,1,179328
225613,343,202,2017-02-13,lecture,2,179329
225614,343,801,2017-02-13,lecture,3,179330
227444,233,466,2017-02-17,lecture,2,182585
227445,233,66,2017-02-17,practice,3,182587
227446,233,14,2017-02-17,lecture,4,182577
227485,341,1038,2017-02-17,laboratory,3,179425
227486,341,1038,2017-02-17,laboratory,4,179426
227488,234,466,2017-02-17,lecture,2,182585
227489,234,14,2017-02-17,practice,3,182589
227490,234,14,2017-02-17,lecture,4,182577
227491,353,109,2017-02-17,lecture,1,181941
227492,353,45,2017-02-17,practice,3,181946
227493,353,944,2017-02-17,practice,4,181948
227494,425,214,2017-02-17,practice,1,180960
227495,425,94,2017-02-17,laboratory,2,180963
227496,425,94,2017-02-17,lecture,3,180942
227526,354,109,2017-02-17,lecture,1,181941
227545,343,287,2017-02-17,laboratory,1,179422
227546,343,287,2017-02-17,laboratory,2,179423
227547,343,89,2017-02-17,practice,3,179424
227911,425,303,2017-02-18,laboratory,1,181028
227912,425,303,2017-02-18,laboratory,2,181029
228221,233,878,2017-02-20,lecture,1,182014
228248,341,89,2017-02-20,practice,1,179511
228249,341,202,2017-02-20,lecture,2,179504
228250,341,801,2017-02-20,lecture,3,179505
228251,341,1038,2017-02-20,lecture,4,179484
228254,234,878,2017-02-20,lecture,1,182014
228255,353,944,2017-02-20,lecture,3,181142
228256,425,303,2017-02-20,lecture,2,180703
228283,354,944,2017-02-20,lecture,3,181142
228300,343,202,2017-02-20,laboratory,1,179506
228301,343,202,2017-02-20,lecture,2,179504
228302,343,801,2017-02-20,lecture,3,179505
228303,343,1038,2017-02-20,lecture,4,179484
230061,341,202,2017-02-27,lecture,2,179329
230062,341,801,2017-02-27,lecture,3,179330
230063,341,565,2017-02-27,practice,4,183845
230066,353,45,2017-02-27,lecture,4,178798
230067,425,31,2017-02-27,srs,1,183575
230068,425,303,2017-02-27,lecture,2,180668
230069,425,1442,2017-02-27,practice,4,180696
230101,354,944,2017-02-27,practice,2,181111
230102,354,45,2017-02-27,lecture,4,178798
230122,343,202,2017-02-27,laboratory,1,179328
230123,343,202,2017-02-27,lecture,2,179329
230124,343,801,2017-02-27,lecture,3,179330
231966,233,466,2017-03-03,lecture,2,182585
231967,233,66,2017-03-03,practice,3,182587
231968,233,14,2017-03-03,lecture,4,182577
232007,341,1038,2017-03-03,laboratory,3,179425
232008,341,1038,2017-03-03,laboratory,4,179426
232010,234,466,2017-03-03,lecture,2,182585
232011,234,14,2017-03-03,practice,3,182589
232012,234,14,2017-03-03,lecture,4,182577
232013,353,109,2017-03-03,lecture,1,181941
232014,353,45,2017-03-03,practice,3,181946
232015,353,944,2017-03-03,practice,4,181948
232016,425,214,2017-03-03,practice,1,180960
232017,425,94,2017-03-03,laboratory,2,180963
232018,425,94,2017-03-03,lecture,3,180942
232048,354,109,2017-03-03,lecture,1,181941
232067,343,287,2017-03-03,laboratory,1,179422
232068,343,287,2017-03-03,laboratory,2,179423
232069,343,89,2017-03-03,practice,3,179424
232491,425,303,2017-03-04,laboratory,1,181028
232492,425,303,2017-03-04,laboratory,2,181029
232799,233,878,2017-03-06,lecture,1,182014
232827,341,89,2017-03-06,practice,1,179511
232828,341,202,2017-03-06,lecture,2,179504
232829,341,801,2017-03-06,lecture,3,179505
232830,341,1038,2017-03-06,lecture,4,179484
232835,234,878,2017-03-06,lecture,1,182014
232836,234,466,2017-03-06,laboratory,3,182019
232837,234,466,2017-03-06,laboratory,4,182020
232838,353,944,2017-03-06,lecture,3,181142
232839,425,303,2017-03-06,lecture,2,180703
232869,354,944,2017-03-06,lecture,3,181142
232886,343,202,2017-03-06,laboratory,1,179506
232887,343,202,2017-03-06,lecture,2,179504
232888,343,801,2017-03-06,lecture,3,179505
232889,343,1038,2017-03-06,lecture,4,179484
234175,233,466,2017-03-10,lecture,2,182633
234176,233,14,2017-03-10,practice,3,182636
234177,233,66,2017-03-10,practice,4,182638
234211,341,287,2017-03-10,laboratory,1,179453
234212,341,287,2017-03-10,laboratory,2,179454
234215,234,466,2017-03-10,lecture,2,182633
234216,234,66,2017-03-10,practice,3,182637
234217,234,14,2017-03-10,practice,4,182639
234218,353,109,2017-03-10,lecture,1,181954
234219,353,45,2017-03-10,practice,3,181956
234220,353,944,2017-03-10,practice,4,181957
234221,425,20,2017-03-10,practice,1,180980
234222,425,214,2017-03-10,practice,2,180977
234223,425,94,2017-03-10,lecture,3,180970
234251,354,109,2017-03-10,lecture,1,181954
234273,343,89,2017-03-10,practice,2,179447
234274,343,1038,2017-03-10,laboratory,3,179455
234275,343,1038,2017-03-10,laboratory,4,179456
234633,234,878,2017-03-11,laboratory,1,182610
234634,234,878,2017-03-11,laboratory,2,182612
234942,233,466,2017-03-13,laboratory,3,181991
234943,233,466,2017-03-13,laboratory,4,181992
234974,341,202,2017-03-13,lecture,2,179329
234975,341,801,2017-03-13,lecture,3,179330
234976,341,565,2017-03-13,practice,4,183845
234979,234,878,2017-03-13,laboratory,5,181997
234980,234,878,2017-03-13,laboratory,6,181998
234981,353,45,2017-03-13,lecture,4,178798
234982,425,31,2017-03-13,srs,1,183575
234983,425,303,2017-03-13,lecture,2,180668
234984,425,1442,2017-03-13,practice,4,180696
235017,354,944,2017-03-13,practice,2,181111
235018,354,45,2017-03-13,lecture,4,178798
235038,343,202,2017-03-13,laboratory,1,179328
235039,343,202,2017-03-13,lecture,2,179329
235040,343,801,2017-03-13,lecture,3,179330
236915,233,466,2017-03-17,lecture,2,182585
236916,233,66,2017-03-17,practice,3,182587
236917,233,14,2017-03-17,lecture,4,182577
236954,341,1038,2017-03-17,laboratory,3,179425
236955,341,1038,2017-03-17,laboratory,4,179426
236957,234,466,2017-03-17,lecture,2,182585
236958,234,14,2017-03-17,practice,3,182589
236959,234,14,2017-03-17,lecture,4,182577
236960,353,109,2017-03-17,lecture,1,181941
236961,353,45,2017-03-17,practice,3,181946
236962,353,944,2017-03-17,practice,4,181948
236963,425,214,2017-03-17,practice,1,180960
236964,425,94,2017-03-17,laboratory,2,180963
236965,425,94,2017-03-17,lecture,3,180942
236995,354,109,2017-03-17,lecture,1,181941
237014,343,287,2017-03-17,laboratory,1,179422
237015,343,287,2017-03-17,laboratory,2,179423
237016,343,89,2017-03-17,practice,3,179424
237374,233,878,2017-03-18,laboratory,1,182597
237375,233,878,2017-03-18,laboratory,2,182598
237391,425,303,2017-03-18,laboratory,1,181028
237392,425,303,2017-03-18,laboratory,2,181029
237710,233,878,2017-03-20,lecture,1,182014
237738,341,89,2017-03-20,practice,1,179511
237739,341,202,2017-03-20,lecture,2,179504
237740,341,801,2017-03-20,lecture,3,179505
237741,341,1038,2017-03-20,lecture,4,179484
237746,234,878,2017-03-20,lecture,1,182014
237747,234,466,2017-03-20,laboratory,3,182019
237748,234,466,2017-03-20,laboratory,4,182020
237749,353,944,2017-03-20,lecture,3,181142
237750,425,303,2017-03-20,lecture,2,180703
237782,354,944,2017-03-20,lecture,3,181142
237797,343,202,2017-03-20,laboratory,1,179506
237798,343,202,2017-03-20,lecture,2,179504
237799,343,801,2017-03-20,lecture,3,179505
237800,343,1038,2017-03-20,lecture,4,179484
239638,233,466,2017-03-24,lecture,2,182633
239639,233,14,2017-03-24,practice,3,182636
239640,233,66,2017-03-24,practice,4,182638
239674,341,287,2017-03-24,laboratory,1,179453
239675,341,287,2017-03-24,laboratory,2,179454
239678,234,466,2017-03-24,lecture,2,182633
239679,234,66,2017-03-24,practice,3,182637
239680,234,14,2017-03-24,practice,4,182639
239681,353,109,2017-03-24,lecture,1,181954
239682,353,45,2017-03-24,practice,3,181956
239683,353,944,2017-03-24,practice,4,181957
239684,425,20,2017-03-24,practice,1,180980
239685,425,214,2017-03-24,practice,2,180977
239686,425,94,2017-03-24,lecture,3,180970
239714,354,109,2017-03-24,lecture,1,181954
239736,343,89,2017-03-24,practice,2,179447
239737,343,1038,2017-03-24,laboratory,3,179455
239738,343,1038,2017-03-24,laboratory,4,179456
240111,234,878,2017-03-25,laboratory,1,182610
240112,234,878,2017-03-25,laboratory,2,182612
240434,233,466,2017-03-27,laboratory,3,181991
240435,233,466,2017-03-27,laboratory,4,181992
240466,341,202,2017-03-27,lecture,2,179329
240467,341,801,2017-03-27,lecture,3,179330
240468,341,565,2017-03-27,practice,4,183845
240471,234,878,2017-03-27,laboratory,5,181997
240472,234,878,2017-03-27,laboratory,6,181998
240473,353,45,2017-03-27,lecture,4,178798
240474,425,31,2017-03-27,srs,1,183575
240475,425,303,2017-03-27,lecture,2,180668
240476,425,1442,2017-03-27,practice,4,180696
240509,354,944,2017-03-27,practice,2,181111
240510,354,45,2017-03-27,lecture,4,178798
240530,343,202,2017-03-27,laboratory,1,179328
240531,343,202,2017-03-27,lecture,2,179329
240532,343,801,2017-03-27,lecture,3,179330
242444,233,466,2017-03-31,lecture,2,182585
242445,233,66,2017-03-31,practice,3,182587
242446,233,14,2017-03-31,lecture,4,182577
242485,341,1038,2017-03-31,laboratory,3,179425
242486,341,1038,2017-03-31,laboratory,4,179426
242488,234,466,2017-03-31,lecture,2,182585
242489,234,14,2017-03-31,practice,3,182589
242490,234,14,2017-03-31,lecture,4,182577
242491,353,109,2017-03-31,lecture,1,181941
242492,353,45,2017-03-31,practice,3,181946
242493,353,944,2017-03-31,practice,4,181948
242494,425,214,2017-03-31,practice,1,180960
242495,425,94,2017-03-31,laboratory,2,180963
242496,425,94,2017-03-31,lecture,3,180942
242526,354,109,2017-03-31,lecture,1,181941
242527,354,109,2017-03-31,laboratory,3,181951
242528,354,109,2017-03-31,laboratory,4,181952
242547,343,287,2017-03-31,laboratory,1,179422
242548,343,287,2017-03-31,laboratory,2,179423
